Author,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
@issaben00,@soniarolley Ce tjr comme ca au congo vraimnt ce regrettable,2017-09-20 18:35:28,fr,,0.0,0.0,@soniarolley,Issa Mustafa,,5.0,1.0,54.0,16.0,0.0,False,,
@vanbelgium,"RT @abelamundala: Notre compagnon d lutte @NathanMugisho1 tjrs introuvable, seul #Ali vice gouv Tang connait le lieu de sa detention! @unjh…",2017-09-20 18:33:20,fr,,0.0,14.0,,Vanbelgium,"* Entrepreneur et passionne de la seconde vie.
* Analyste des affaires du monde.
* Analyste independant.",2708.0,2065.0,218.0,99.0,12.0,False,,
@nduwarugira,@EvelyneOmbeni @soniarolley @Le_HCR Ombeni kweli,2017-09-20 18:28:10,tl,,0.0,0.0,@EvelyneOmbeni,Justice4Burundi,"I love my community-If you wanna live, treat me better!
#RefugeeRights-Equal rights&Justice",11260.0,4747.0,3659.0,3245.0,38.0,False,,
@soniarolley,"#RDC #Kinshasa: les 26 manifestants anti-annulation ont ete liberes, mais un journaliste et un photographe seraient tjs detenus selon eux",2017-09-20 18:27:34,fr,,12.0,15.0,,Sonia Rolley,"Journaliste @RFI, Envoyee speciale permanente a Kinshasa #RDC #Burundi #Rwanda",38205.0,1044.0,1343.0,213571.0,832.0,True,,
@lilimakaku,"@soniarolley @RFIAfrique Il doit commencer par lui meme de faire l examen de conscience sur les violences,l insecur… https://t.co/ZogvwXOHSx",2017-09-20 18:27:05,fr,,0.0,0.0,@soniarolley,lili makaku,,788.0,576.0,7.0,35.0,0.0,False,,
@Ataraxie9,@LUMUMBAJj @MauriceCibuabua @RutaJohn @soniarolley @AfricaTopTweet @RFI Je l ai toujours dit! https://t.co/S9Pjlu2HW4,2017-09-20 18:18:28,fr,,0.0,0.0,@LUMUMBAJj,ataraxie9,MD/Medecin. Points of view are utterly mine/Les opinions sont miennes.,3023.0,53.0,83.0,58.0,3.0,False,,
@Ataraxie9,RT @LUMUMBAJj: @MauriceCibuabua @RutaJohn @soniarolley @AfricaTopTweet @RFI On ne libere pas un peuple. Le peuple congolais devra tot ou ta…,2017-09-20 18:17:33,fr,,0.0,2.0,,ataraxie9,MD/Medecin. Points of view are utterly mine/Les opinions sont miennes.,3023.0,53.0,83.0,58.0,3.0,False,,
@KilongoziD,@soniarolley @RFIAfrique Mobutu a tellement abruti le Zaicongolais a tel point qu il n a pas plus de logique de rai… https://t.co/yWnYbFyQtj,2017-09-20 18:15:39,fr,,0.0,0.0,@soniarolley,Kilongozi Dominique,,58.0,2.0,50.0,2.0,0.0,False,,
@jacques_siwako,"RT @soniarolley: #RDC #Burundi #Kamanyola : la delegation de l Union Europeenne et les ambassades des pays de l UE condamnent les ""violence…",2017-09-20 18:15:26,fr,,0.0,46.0,,jacques siwako,Mes twitters m engage seul,5746.0,3928.0,3593.0,867.0,3.0,False,,
@PascalDendry,"@soniarolley Inimaginable ! ! ca c est pas le chef kamwina nsampu, c est plutot le chef Kabila nsampu. Kiekiekiekie",2017-09-20 18:14:00,fr,,2.0,3.0,@soniarolley,Dendry Pascal,,58.0,538.0,88.0,32.0,0.0,False,,
@DDikita,@alexsitou @soniarolley @RFIAfrique Un petit sorcier criminel. C est la consequence d accepter un homme sans origine connue.,2017-09-20 18:13:30,fr,,1.0,0.0,@alexsitou,Dieudonne M. Dikita,President du PKDS Parti Katumbiste pour le Developpement et la Solidarite,9539.0,172.0,229.0,867.0,8.0,False,,
@ubT1mlyK0AzpbH3,RT @kabilaOuRien: @AddihacOng @petermoj1 @dreynders @jeanmarcayrault @TV5MONDE @RFIAfrique @soniarolley @ida_sawyer @France24_fr @radiookap…,2017-09-20 18:10:22,fr,,0.0,12.0,,CAVE CANEM,,25359.0,8728.0,4.0,276.0,7.0,False,,
@KilongoziD,@soniarolley @RFIAfrique Je ne savais pas que le Zaicongolais etait ignare a ce point. Cment comprendre que ts les… https://t.co/dh9ntNtNM4,2017-09-20 18:07:27,fr,,0.0,0.0,@soniarolley,Kilongozi Dominique,,58.0,2.0,50.0,2.0,0.0,False,,
@NkunzimanaElie2,@IrGraceMUGISHA @soniarolley @MONUSCO Monusco est la pour piller les richesses du Congo coe l a fallu etre MAPROBU au #Burundi.,2017-09-20 18:02:36,fr,,0.0,0.0,@IrGraceMUGISHA,Nkunzimana Elie,,524.0,424.0,213.0,25.0,0.0,False,,
@inSdrc,@ChristianTulizo @kinshasaweb @MuyamboKyassa @MUKALENGM @soniarolley @adrienseyes @abelamundala @SergeKayembeKa1… https://t.co/1ikItVmGDZ,2017-09-20 17:57:32,fr,,0.0,0.0,@ChristianTulizo,InSight DRC,Security Sector Reform and Conflict Reduction Expert. Citizen of the world..,5613.0,3100.0,195.0,340.0,3.0,False,,
@FOCODE_,"RT @soniarolley: #RDC #Burundi #Kamanyola : la delegation de l Union Europeenne et les ambassades des pays de l UE condamnent les ""violence…",2017-09-20 17:56:32,fr,,0.0,46.0,,FOCODE,Organisation de la Societe Civile au Burundi,1125.0,428.0,434.0,2913.0,9.0,False,,
@kibangula_rodin,@soniarolley #Kamwina Nsapu: une faute avouee est a moitie pardonnee,2017-09-20 17:56:03,fr,,1.0,0.0,@soniarolley,kibangula rodin,"economiste de Formation, Militant Panafricaniste, Secretaire Executif Federal Adjoint du PPRD-Burundi.",8.0,8.0,37.0,2.0,0.0,False,,
@AddihacOng,@kabilaOuRien @petermoj1 @dreynders @jeanmarcayrault @TV5MONDE @RFIAfrique @soniarolley @ida_sawyer @France24_fr… https://t.co/niqCbcH99S,2017-09-20 17:55:22,fr,,0.0,0.0,@kabilaOuRien,addihac.ong,"Addihac est une ONG internationale sans but lucratif qui oeuvre pour les droits de l homme, le droit international humanitaire et la culture de la paix.",534.0,94.0,166.0,14.0,0.0,False,,
@AddihacOng,@kabilaOuRien @petermoj1 @dreynders @jeanmarcayrault @TV5MONDE @RFIAfrique @soniarolley @ida_sawyer @France24_fr… https://t.co/r3O3MVADIQ,2017-09-20 17:53:59,fr,,0.0,0.0,@kabilaOuRien,addihac.ong,"Addihac est une ONG internationale sans but lucratif qui oeuvre pour les droits de l homme, le droit international humanitaire et la culture de la paix.",534.0,94.0,166.0,14.0,0.0,False,,
@Chr7hassan,Ils ont su raison https://t.co/m7Lpcp38Ks,2017-09-20 17:51:59,fr,,0.0,0.0,,Kasong Christian,"Je suis du ZAiRE, fiere! comme ceux qui se revendiquent de PALESTINE, 
j ai la facheuse manie d irriter les politiques... #TeamZ",6655.0,245.0,417.0,2683.0,4.0,False,,
@iloveburundi,"RT @soniarolley: #RDC #Burundi #Kamanyola : la delegation de l Union Europeenne et les ambassades des pays de l UE condamnent les ""violence…",2017-09-20 17:51:44,fr,,0.0,46.0,,Iloveburundi,,3929.0,46.0,1008.0,976.0,12.0,False,,
@STYX1950,"@soniarolley @RFIAfrique POUR CE GENGE DE DISTRACTION, L ARGENT ILS EN ONT a GOGO. POUR LES eLECTIONS, IL N Y PAS D… https://t.co/BDPs8RC6ox",2017-09-20 17:48:24,fr,US,0.0,0.0,@soniarolley,STYX,,1834.0,93.0,64.0,140.0,1.0,False,,
@STYX1950,"@soniarolley @RFIAfrique LE KASAi A BESOIN DE LA JUSTICE POUR PUNIR LES TRUCIDEURS , MAIS NON D UNE MASCARADE CONFe… https://t.co/yQ1c5rR85E",2017-09-20 17:46:15,fr,US,0.0,0.0,@soniarolley,STYX,,1834.0,93.0,64.0,140.0,1.0,False,,
@tresinsolent,@DiplomatieRdc @soniarolley @MyHafidElalamy @Congo_Avenir @kikayabinkarubi @djinnitsaid @JeanineMabunda… https://t.co/KpNgWFQvPH,2017-09-20 17:45:03,fr,,2.0,0.0,@DiplomatieRdc,Joseph Lordure,"Activiste dans l ame et defenseur des droits et libertes, il vaut mieux etre grossier et honnete que poli et malhonnete. Kabila ne partira que par la force.",73027.0,25610.0,8297.0,21220.0,38.0,False,,
@STYX1950,@soniarolley @RFIAfrique KANAMBE LE TRUCIDEUR: C EST LUI LE CERVEAU MOTEUR DES TUERIES AU KASAi.,2017-09-20 17:44:22,fr,US,0.0,0.0,@soniarolley,STYX,,1834.0,93.0,64.0,140.0,1.0,False,,
@muenakalaba1,@DiplomatieRdc @soniarolley @MyHafidElalamy @Congo_Avenir @kikayabinkarubi @djinnitsaid @JeanineMabunda… https://t.co/usLgDu9dfo,2017-09-20 17:43:31,fr,,0.0,0.0,@DiplomatieRdc,muenakalaba,,1097.0,1490.0,75.0,64.0,0.0,False,,
@STYX1950,@soniarolley @RFIAfrique KANAMBE DOIT CESSER DE NOUS PRENDRE POUR DES CONS-ABRUTIS. IL EST L ATTISEUR DU CONFLIT AU… https://t.co/KYEJGs41nD,2017-09-20 17:40:50,fr,US,1.0,0.0,@soniarolley,STYX,,1834.0,93.0,64.0,140.0,1.0,False,,
@STYX1950,@soniarolley @RFIAfrique EN TOUT CAS KANAMBE N EST PAS LA SOMMITe QUI PEUT DONNER DES LEcONS AU PEUPLE CONGOLAIS QU… https://t.co/R2HrkSQaEG,2017-09-20 17:37:18,fr,US,1.0,0.0,@soniarolley,STYX,,1834.0,93.0,64.0,140.0,1.0,False,,
@STYX1950,@soniarolley @RFIAfrique JOSPH KABILA DOIT EXAMINER D ABORD SA PROPRE CONSCIENCE AVANT DE DEMANDER AUX CONGOLAIS. I… https://t.co/gT9HvaGohx,2017-09-20 17:34:17,fr,,0.0,0.0,@soniarolley,STYX,,1834.0,93.0,64.0,140.0,1.0,False,,
@landryburundi,"#Kamanyola
Donc 2Km c est trop loin pour des troupes de l #ONU pour arriver a temps et eviter la mort a plus de... https://t.co/Eakwu7Doky",2017-09-20 17:29:56,fr,,0.0,0.0,,Landry Burundi,"Libre de m exprimer.
J aime echanger, je ne connais pas tout,loin de la.
Il m arrive de me tromper et alors?
Je respect tout le monde,pas toutes les opinions!",6395.0,1471.0,466.0,3254.0,19.0,False,,
@landryburundi,"#Kamanyola
Donc 2Km c est trop loin pour des troupes de l #ONU pour arriver a temps et eviter la mort a plus de 30… https://t.co/JyRDcGofPy",2017-09-20 17:29:46,fr,,0.0,0.0,,Landry Burundi,"Libre de m exprimer.
J aime echanger, je ne connais pas tout,loin de la.
Il m arrive de me tromper et alors?
Je respect tout le monde,pas toutes les opinions!",6395.0,1471.0,466.0,3254.0,19.0,False,,
@aluciadeedee,@soniarolley @RFIAfrique Il en est l auteur...et de quoi parle t-il?,2017-09-20 17:29:25,fr,,1.0,0.0,@soniarolley,aluciadeedee,,248.0,1263.0,91.0,8.0,0.0,False,,
@Mukwananzi,"RT @soniarolley: #RDC #Burundi #Kamanyola : la delegation de l Union Europeenne et les ambassades des pays de l UE condamnent les ""violence…",2017-09-20 17:27:55,fr,,0.0,46.0,,John Paul Mukwananzi,"Microcredit, Gambling, and Hospitality.",6050.0,3393.0,39.0,559.0,8.0,False,,
@eliezerben,@soniarolley Il demande pardon a qui?,2017-09-20 17:27:36,fr,,1.0,0.0,@soniarolley,DIASIVI Gaylord,Ir. informaticien.,240.0,958.0,215.0,28.0,0.0,False,,
@DavorenKathline,RT @inSdrc: @soniarolley Quel acte irreflechi et inutile... j espere que la population le desavouera..,2017-09-20 17:26:59,fr,,0.0,1.0,,BUY FOLLO₩ERS :ycp,"Check the first tweet for the Iiŉk 

ref:dcczrdbtfg",277.0,0.0,0.0,0.0,0.0,False,,
@inSdrc,@soniarolley Quel acte irreflechi et inutile... j espere que la population le desavouera..,2017-09-20 17:25:34,fr,,0.0,1.0,@soniarolley,InSight DRC,Security Sector Reform and Conflict Reduction Expert. Citizen of the world..,5613.0,3100.0,195.0,340.0,3.0,False,,
@Chr7hassan,@soniarolley Un salop,2017-09-20 17:25:33,fr,,0.0,0.0,@soniarolley,Kasong Christian,"Je suis du ZAiRE, fiere! comme ceux qui se revendiquent de PALESTINE, 
j ai la facheuse manie d irriter les politiques... #TeamZ",6655.0,245.0,417.0,2683.0,4.0,False,,
@jcmlebon,"@soniarolley Ce Jacques Kabeya ne merite pas le titre de Kamika Nsapu,manipule,il deshonore la memoire du chef et d… https://t.co/Zuy7JO1Xv9",2017-09-20 17:21:44,fr,,0.0,0.0,@soniarolley,jean-Claude Mutombo,Libre penseur & Humaniste engage,1028.0,208.0,359.0,230.0,4.0,False,,
@AsaphBinene,"RT @muenakalaba1: 1 ans que mon compagnon de lutte Tshimpanga KALONJI arrete juste a mes cotes ce 19 sept 2016, jusqu a ce jours porte disp…",2017-09-20 17:15:43,fr,,0.0,5.0,,Asaph Binene,"Peace is a sign of freedom, is a wealth that can satisfy everyone. the only richnesses the worldwide need.",3955.0,2739.0,269.0,122.0,11.0,False,,
@saraysisqueen,RT @palfix: @Nangnin @Seydou_Soro @JusticeJFK @Gnonguichi @MIANSEH @Treichvillois @jean_dompe @MamessLidaf @BerjaBona @soniarolley @mamanes…,2017-09-20 17:14:48,fr,,0.0,1.0,,queensis,"Culture, mode, humour, panafricaniste, la politique ma passion, respect ttes les idees, dc tweet un peu d tt, sans forcemt etre d accord. ❤❤ amour",80048.0,9698.0,1311.0,2601.0,56.0,False,,
@saraysisqueen,RT @Nangnin: @palfix @Seydou_Soro @JusticeJFK @Gnonguichi @MIANSEH @Treichvillois @jean_dompe @MamessLidaf @BerjaBona @soniarolley @mamanes…,2017-09-20 17:14:46,fr,,0.0,2.0,,queensis,"Culture, mode, humour, panafricaniste, la politique ma passion, respect ttes les idees, dc tweet un peu d tt, sans forcemt etre d accord. ❤❤ amour",80048.0,9698.0,1311.0,2601.0,56.0,False,,
@BismarckMisenga,@soniarolley Pardon d un insense c est en vain,2017-09-20 17:13:58,fr,,0.0,0.0,@soniarolley,Bismarck Misenga,Sport Agences et Autorites Gouvernementales #elections2016 Gouvernement & Politiques Communaute Noire Photos Interessantes Science Influenceurs Technologiques,10.0,1.0,317.0,11.0,0.0,False,,
@saraysisqueen,RT @palfix: @JusticeJFK @Nangnin @Seydou_Soro @Gnonguichi @MIANSEH @Treichvillois @jean_dompe @MamessLidaf @BerjaBona @soniarolley @mamanes…,2017-09-20 17:13:51,fr,,0.0,3.0,,queensis,"Culture, mode, humour, panafricaniste, la politique ma passion, respect ttes les idees, dc tweet un peu d tt, sans forcemt etre d accord. ❤❤ amour",80048.0,9698.0,1311.0,2601.0,56.0,False,,
@saraysisqueen,RT @JusticeJFK: @Nangnin @Seydou_Soro @palfix @Gnonguichi @MIANSEH @Treichvillois @jean_dompe @MamessLidaf @BerjaBona @soniarolley @mamanes…,2017-09-20 17:13:48,fr,,0.0,3.0,,queensis,"Culture, mode, humour, panafricaniste, la politique ma passion, respect ttes les idees, dc tweet un peu d tt, sans forcemt etre d accord. ❤❤ amour",80048.0,9698.0,1311.0,2601.0,56.0,False,,
@eyano1,"RT @auguyka70: #RDC,UDPS commemore 1 an de ses martyrs,@kayipangi ,@soniarolley ,@fatshi13 ,@RFIAfrique ,@libe ,@AFP_Afrique ,@Elysee ,@MMu…",2017-09-20 17:11:50,fr,,0.0,2.0,,Augustin Kazadi,"Biologiste Medical, Association Des Laboratoires de l Est de L Ontario.",1130.0,74.0,227.0,29.0,0.0,False,,
@soniarolley,"#RDC #Kasai: Le nouveau Chef Kamuina Nsapu Jacques Kabeya dde “pardon"" pr les actes de son predecesseur JP Mpandi
https://t.co/cxvQtWFqI0",2017-09-20 17:09:39,fr,,12.0,13.0,,Sonia Rolley,"Journaliste @RFI, Envoyee speciale permanente a Kinshasa #RDC #Burundi #Rwanda",38205.0,1044.0,1343.0,213571.0,832.0,True,,
@KongoMonene,@soniarolley @RFIAfrique La theorie de la projection a ete decouverte pour ce brigand...,2017-09-20 17:06:30,fr,,0.0,0.0,@soniarolley,Kongo Monene,,9659.0,1400.0,109.0,291.0,4.0,False,,
@ndikumwenayo,"RT @soniarolley: #RDC #Burundi #Kamanyola : la delegation de l Union Europeenne et les ambassades des pays de l UE condamnent les ""violence…",2017-09-20 16:59:16,fr,,0.0,46.0,,Steve NDIKUMWENAYO,"Libre a l egard de tous, je me suis fait le serviteur de tous.",37582.0,1653.0,1309.0,5751.0,74.0,False,,
@RogerKengele,@soniarolley @RFIAfrique Appliquons la methode recursive des 5«Why».Pq enqueteurs ont ete tues?Pq Kasaiens ont fui… https://t.co/feM3Xirh0z,2017-09-20 16:49:07,fr,,0.0,0.0,@soniarolley,Roger Kengele,"Quand je n etais qu une masse informe,tes yeux me voyaient; Et sur ton livre etaient tous inscrits Les jours qui m etaient destines, Avant qu aucun d eux exitat",619.0,1592.0,279.0,60.0,3.0,False,,
@cchovens,@petermoj1 @dreynders @jeanmarcayrault @TV5MONDE @RFIAfrique @soniarolley @ida_sawyer @France24_fr @radiookapi… https://t.co/XHDUhClCI0,2017-09-20 16:47:18,fr,,0.0,0.0,@petermoj1,New Political Order,Power through Grace,1811.0,263.0,65.0,86.0,1.0,False,,
@cchovens,RT @petermoj1: #RDC @dreynders @jeanmarcayrault @TV5MONDE @RFIAfrique @soniarolley @ida_sawyer @France24_fr @radiookapi et le complice @moi…,2017-09-20 16:46:02,fr,,0.0,36.0,,New Political Order,Power through Grace,1811.0,263.0,65.0,86.0,1.0,False,,
@yims7,RT @adr_peace: @soniarolley #monpasseportestvalide!!!! Le gouv doit cesse d intimider le peuple https://t.co/BaOBdRWm2n,2017-09-20 16:46:01,fr,,0.0,9.0,,Yims Yindula Ngoy,"Tech student, former @RadioOkapi IT Officer. Proud of my people. Views are my own. RT isn t an endorsement. #Telema #RDC #DRC #Yebela #Ekoki #RipTshitshi #Beni",11253.0,4168.0,723.0,1509.0,15.0,False,,
@OneWayOrTheOthe,"RT @soniarolley: #RDC #Burundi #Kamanyola : la delegation de l Union Europeenne et les ambassades des pays de l UE condamnent les ""violence…",2017-09-20 16:45:17,fr,,0.0,46.0,,OneWayorTheOther,It is better to die standing than to live on ur knees! #fightforfreedom,2446.0,1642.0,57.0,53.0,3.0,False,,
@BKilozo,Mais nous sommes tous victimes de ces jeux passeports invalides meme loin en afrique.Liberez les pourquoi les audit… https://t.co/apr2OdQscR,2017-09-20 16:35:14,fr,,0.0,0.0,,Lany#L,La terre est ma science depuis 2000,2980.0,496.0,451.0,154.0,4.0,False,,
@kinshasaweb,"RT @kinshasaweb: 📌#RDC #Kasai : Jean Bosco Mukanda, simple temoin ou chef de milice implique ds le meurtre? https://t.co/GcRUCChp5L … https…",2017-09-20 16:34:30,fr,,0.0,4.0,,#LePaysVaTresMal🇨🇩,Twitter officiel de https://t.co/R42GiHkP0w ..Mes tweets s engagent vers l Afrique... service@congo-kinshasaweb.net I #BBM: D87E3D28,296902.0,53719.0,986.0,8119.0,1214.0,False,,
@kinshasaweb,RT @inkivu: Massacres de #Beni en RDC: «la realite est beaucoup plus complexe» @jasonkstearns  https://t.co/PakXlKadtx via @soniarolley @RF…,2017-09-20 16:28:31,fr,,0.0,1.0,,#LePaysVaTresMal🇨🇩,Twitter officiel de https://t.co/R42GiHkP0w ..Mes tweets s engagent vers l Afrique... service@congo-kinshasaweb.net I #BBM: D87E3D28,296902.0,53719.0,986.0,8119.0,1214.0,False,,
@inkivu,Massacres de #Beni en RDC: «la realite est beaucoup plus complexe» @jasonkstearns  https://t.co/PakXlKadtx via @soniarolley @RFI #KIvu,2017-09-20 16:28:01,fr,,1.0,1.0,,inkivu,Information from Kivu | Informations du Kivu,9149.0,1580.0,860.0,1012.0,48.0,False,,
@KalMpiana,@soniarolley @juvenalmunubo @ShimaRwigara @FRANCE24 Courage Madame,2017-09-20 16:27:56,en,,0.0,0.0,@soniarolley,Christian Mpiana Kal,,14.0,7.0,211.0,13.0,0.0,False,,
@Annette_Roels,😴💤💤💤🇨🇩 https://t.co/f6HmxTI22w,2017-09-20 16:27:21,und,,0.0,0.0,,Annette Roels,Rechtuit. Vrijdenker. Ik geloof ENKEL in wat ik zelf kan waarnemen! NIET in religieuze fabels...! LEVE KARMA ♥,45079.0,38495.0,371.0,609.0,45.0,False,,
@Kalonji72093491,Il doit savoir que Le sang de nos frere qu  il a verse ne restera pas sans reponse ... https://t.co/fXbCnWU3mi,2017-09-20 16:25:12,fr,,0.0,0.0,,Kalonji,Avocat et Defenseur de Droits Humains,1769.0,1405.0,336.0,147.0,2.0,False,,
@Chriskalambaie,RT @adr_peace: @soniarolley #monpasseportestvalide!!!! Le gouv doit cesse d intimider le peuple https://t.co/BaOBdRWm2n,2017-09-20 16:21:17,fr,,0.0,9.0,,Chris,#InfoSec #Network Specialist - In Love with Congo - DRC Shall Rise to Shine  - Lord Knows!,18853.0,3572.0,609.0,1475.0,72.0,False,,
@JanRuhere,@DiplomatieRdc @soniarolley @MyHafidElalamy @Congo_Avenir @kikayabinkarubi @djinnitsaid @JeanineMabunda… https://t.co/LnxH7nUwAp,2017-09-20 16:19:23,en,,0.0,0.0,@DiplomatieRdc,Jan ruhere,,27590.0,3295.0,1356.0,1238.0,20.0,False,,
@NkemaDisuma,"@soniarolley @RFIAfrique si lui J.Kabila avait une conscience, on ne serait pas la ou sommes aujourd hui. De qui se moque-t-il?",2017-09-20 16:15:01,fr,,2.0,0.0,@soniarolley,Kabila mandat esila,"Citoyen du monde, originaire de l Afrique",686.0,1016.0,474.0,224.0,2.0,False,,
@disuemi,@soniarolley @RFIAfrique Lui n a meme pas de conscience le pompier pyromane,2017-09-20 16:13:03,fr,,0.0,0.0,@soniarolley,Almeida almeida,,1781.0,61.0,82.0,42.0,2.0,False,,
@SMukalenge,"RT @kasangala1: @soniarolley @RFIAfrique Il devrait lui meme d abord prendre conscience de sa prestation du serment, il a promis a la natio…",2017-09-20 16:10:35,fr,,0.0,1.0,,Samy-Gaël Mukalenge,"Sec.Pekam agriculture et elevage,Ensemble nous pouvons faire nourrire la RDC!",2338.0,418.0,128.0,57.0,1.0,False,,
@APRODECasbl,@soniarolley @RFIAfrique Qu il commence par examine la sienne de conscience a supposer qu il y ait un peu d humanit… https://t.co/yvfenYm9dP,2017-09-20 16:10:13,fr,,0.0,0.0,@soniarolley,APRODEC asbl,Association pour la promotion de la democratie et le developpement de la Republique Democratique du Congo,11993.0,3236.0,228.0,1441.0,15.0,False,,
@alexsitou,@soniarolley @RFIAfrique  https://t.co/v6N2mHotlE,2017-09-20 16:03:45,und,,0.0,0.0,@soniarolley,Alex SITOU,"Engineer  #democraty #humanrights #panafricanism Info&manipulations. Anonyme sur tweeter, passe ton chemin. L Afrique francophone plus gros fiasco de l histoire",15188.0,10185.0,259.0,1117.0,28.0,False,,
@dadou_moano,L incapacite a du President de la Republique de prevenir les conflits et d assurer la paix est un etat d inconscien… https://t.co/kzipwocHrK,2017-09-20 16:02:49,fr,,3.0,1.0,,Moano Dadou,Politique: G7-France/ecrivain/#RDC/#Hacktiviste/#Numerique,33381.0,17025.0,3120.0,8751.0,59.0,False,,
